title,ingredients,distinct_ingredients,num_ingredients,link,source
Flora Celebration Sandwich,"[""2 slices bread 10-grain, 100g"", ""3/4 tablespoon Flora Original Original"", ""3 7/8 tablespoons liver pate guinea fowl, or readymade game pate"", ""1 15/16 ounces venison roast juniper-crusted, or cooked roast beef"", ""2 15/16 tablespoons relish beetroot"", ""2/3 tablespoon pea shoots or micro greens or salad leaves"", ""9/16 pound beetroot uncooked red"", ""3 3/8 tablespoons apple juice Sandringham Estate"", ""3 3/8 tablespoons vinegar white balsamic"", ""1 tablespoon honey"", ""1 11/16 tablespoons gin"", ""1 11/16 tablespoons dubonnet"", ""pepper"", ""1 breast cooked guinea fowl, or chicken skin removed, 110g"", ""1 3/8 tablespoons Flora Original Original, melted and with fresh thyme leaves infused"", ""1 3/8 tablespoons sour cream"", ""2 3/8 tablespoons stilton cheese optional"", ""pepper""]","apple juice sandringham estate, bread, dubonnet, gin, honey, pate guinea fowl, pepper, relish beetroot, shoots, sour cream, stilton cheese, thyme, venison roast juniper, vinegar white balsamic",14,www.yummly.com/recipe/Flora-Celebration-Sandwich-378889,Gathered
Lemon Chicken with Croutons,"[""4 oz. long loaf Italian bread"", ""1/2 medium head chicory"", ""1 medium head radicchio"", ""1 medium head Belgian endive"", ""light corn-oil spread"", ""1 clove garlic"", ""4 small skinless, boneless chicken-breast halves"", ""1/4 tsp. salt"", ""1 tbsp. lemon juice"", ""1 tsp. all-purpose flour"", ""1/2 tsp. chicken-flavor instant bouillon"", ""1/4 tsp. sugar"", ""2 tbsp. drained capers"", ""1/4 c. bottled fat-free Italian salad dressing""]","all-purpose flour, capers, chicken-flavor, clove garlic, endive, head chicory, head radicchio, italian salad dressing, lemon juice, light corn-oil, long loaf italian bread, salt, skinless, sugar",14,www.delish.com/recipefinder/lemon-chicken-croutons-939,Recipes1M
PHILLY Mini-Cheesecake Cones,"[""Cheesecake"", ""3 cups graham cracker crumbs"", ""1/2 cup sugar"", ""7/8 cup unsalted butter, melted"", ""2 tubs PHILADELPHIA Cheesecake Batter, slacked for 1 hour"", ""100 each mini ice cream cones"", ""Toppings"", ""1/2 cup hard-shell chocolate ice cream topping"", ""1/2 cup hard-shell caramel ice cream topping"", ""1/2 cup hard-shell vanilla ice cream topping"", ""Garnishes"", ""1/4 cup multi-colored sprinkles"", ""1/4 cup chocolate sprinkles"", ""2 Tbsp. multi-colored nonpareils"", ""1/4 cup sliced almonds, toasted"", ""2 Tbsp. candied orange zest strips""]","almonds, candied orange zest strips, chocolate sprinkles, graham cracker crumbs, hard-shell caramel ice cream topping, hard-shell chocolate ice cream topping, hard-shell vanilla ice cream topping, mini ice cream, multi-colored nonpareils, multi-colored sprinkles, sugar, toppings, tubs philadelphia, unsalted butter",14,www.kraftrecipes.com/recipes/philly-mini-cheesecake-cones-144734.aspx,Recipes1M
Muffaletta with Olive Tapenade,"[""One 10-inch round loaf Italian bread"", ""1 cup mixed pitted olives, roughly chopped"", ""1/4 cup olive oil"", ""1/2 cup pickled vegetables, such as giardiniera, chopped"", ""1/4 cup chopped roasted red peppers"", ""2 tablespoons chopped parsley"", ""2 tablespoons red wine vinegar"", ""2 cloves garlic, minced"", ""1 teaspoon Italian seasoning"", ""1/2 pound salami, deli sliced"", ""1/2 pound provolone, deli sliced"", ""1/2 pound capicola, deli sliced"", ""1/2 pound smoked mozzarella, deli sliced"", ""1/2 pound mortadella, deli sliced""]","deli, garlic, italian bread, italian seasoning, mixed pitted olives, mortadella, mozzarella, olive oil, parsley, pickled vegetables, provolone, red peppers, red wine vinegar, salami",14,www.foodnetwork.com/recipes/damaris-phillips/muffaletta-with-olive-tapenade.html,Recipes1M
French Genoise for Petits Fours,"[""6 lg. eggs"", ""1 cup sugar"", ""1 cup sifted flour (1 1/2 cups for petite fours)"", ""1/2 cup sweet butter, melted and clarified"", ""1 tsp. vanilla"", ""1 cup apricot jam, raspberry jam"", ""butter cream"", ""1 cup apricot glaze"", ""3 cups fondant"", ""mock fondant"", ""2 tsp. vanilla"", ""any liqueur"", ""1 tbsp. strong coffee"", ""2 oz. unsweetened chocolate, melted"", ""1 cup sieved apricot jam"", ""1 to 4 tbsp. cognac, kirsch, applejack,"", ""any liqueur (optional).""]","apricot, apricot glaze, butter cream, coffee, cognac, eggs, flour, fondant, liqueur, mock fondant, sugar, sweet butter, unsweetened chocolate, vanilla",14,www.foodgeeks.com/recipes/20303,Recipes1M
Barrah Kebab Recipe,"[""6 x Lamb chump or possibly shoulder chops, total weight 2.2lbs"", ""3 ounce Natural lowfat yoghurt"", ""2 Tbsp. Light malt vinegar"", ""1 Tbsp. Ginger paste"", ""1 Tbsp. Garlic paste"", ""1/2 tsp Crushed dry chillies, up to 1"", ""2 ounce Onion, minced"", ""2 tsp Balti garam masala"", ""1 tsp Tandoori masala"", ""2 Tbsp. Fresh mint leaves or possibly 1tsp dry mint"", ""1/2 ounce Minced fresh coriander leaves, including the tender stalks"", ""1 tsp Salt to taste"", ""3 Tbsp. Sunflower, corn or possibly vegetable oil"", ""1/2 tsp Tandoori chat masala Onion rings Lemon wedges Lettuce Cucumber""]","balti garam masala, chat masala, chump, dry chillies, fresh coriander leaves, garlic, ginger paste, malt vinegar, masala, mint, onion, salt, sunflower, yoghurt",14,cookeatshare.com/recipes/barrah-kebab-79141,Recipes1M
Grilled Nicoise Seafood Salad,"[""3 tablespoons red wine vinegar"", ""1 tablespoon Dijon mustard"", ""1 12 teaspoons anchovy paste"", ""12 cup virgin olive oil"", ""1 large summer squash, cut into 1/4 inch slices"", ""1 (1 lb) tuna steak, 1 inch thick,cut into 4 pieces"", ""8 jumbo shrimp, shelled,deviened and halved lengthwise"", ""12 large sea scallops"", ""12 lb green beans, cut in half if large"", ""12 lb yellow wax bean, cut in half if large"", ""1 orange bell peppers or 1 red bell pepper, slivered"", ""1 pint cherry tomatoes, halved"", ""1 12 cups drained nicoise olives"", ""1 head red leaf lettuce""]","anchovy, cherry tomatoes, green beans, jumbo shrimp, mustard, nicoise olives, orange bell peppers, red leaf, red wine vinegar, scallops, summer, tuna, virgin olive oil, yellow wax bean",14,www.food.com/recipe/grilled-nicoise-seafood-salad-34170,Recipes1M
Southern Cornbread Dressing (Stuffing),"[""1 lb turkey sausage, cooked"", ""1 cup golden bell pepper, diced"", ""2 stalks celery, diced"", ""1 yellow onion, diced"", ""1 (8 ounce) packageready made cornbread mix"", ""1 12 cups oyster crackers"", ""1 (14 ounce) can cream of celery soup"", ""3 tablespoons fresh sage"", ""2 tablespoons poultry seasoning"", ""1 tablespoon nu salt substitute"", ""pepper"", ""1 small carrot, shredded"", ""1 cup chicken or 1 cup turkey stock"", ""14 cup butter""]","butter, carrot, chicken, cornbread mix, cream of celery soup, fresh sage, golden bell pepper, oyster crackers, pepper, poultry seasoning, salt substitute, stalks celery, turkey sausage, yellow onion",14,www.food.com/recipe/southern-cornbread-dressing-stuffing-393342,Recipes1M
Dan Dan Noodles,"[""1 serving Chinese noodles"", ""80 grams Meat-miso"", ""2 Bok choy"", ""1 Ra-yu"", ""1 Japanese leek (finely shredded)"", ""1 pinch Chili threads"", ""1/2 tsp XO sauce"", ""1 tbsp Japanese leek (minced)"", ""1 tsp Zha cai (minced)"", ""1 tsp Japanese leek oil"", ""1 tsp Vinegar"", ""1 tbsp Soy sauce"", ""2 1/2 tbsp Zhi ma jiang"", ""1 tbsp Ra-yu"", ""300 ml Chicken stock"", ""250 grams Ground pork"", ""1 tbsp Shaoxing wine"", ""1 tbsp Soy sauce"", ""2 tbsp Tianmianjiang""]","bok choy, chicken, ground pork, japanese, miso, oil, serving chinese noodles, shaoxing wine, soy sauce, tianmianjiang, vinegar, xo sauce, zha cai, zhi",14,cookpad.com/us/recipes/157457-dan-dan-noodles,Recipes1M
Prudent Sour Cream,"[""3 Tbsp. milk or buttermilk"", ""2 Tbsp. lemon juice"", ""1 c. cottage cheese (lo-cal)"", ""eucalyptus leaves"", ""dried rose petals"", ""dried rose leaves"", ""dried yellow statice"", ""10 to 20 drops rose refresher oil"", ""dried cockscomb"", ""freeze dried roses"", ""freeze dried pansies"", ""3 tsp. orrisroot per qt. mixture"", ""2 to 3 tonka beans""]","cockscomb, cottage cheese, eucalyptus leaves, lemon juice, milk, orrisroot per, pansies, petals, refresher oil, rose leaves, roses, tonka beans, yellow statice",13,www.cookbooks.com/Recipe-Details.aspx?id=213653,Gathered
Applebee'S Aztec Chicken Salad,"[""3/4 lb fresh boneless skinless chicken breast"", ""chipotle chili dry rub seasonings, from specialty store to taste"", ""1 ounce vegetable oil"", ""1 lb chopped salad greens, washed (romaine, Iceberg, Etc)"", ""2 ounces red bell peppers, cut 1/4-inch dice"", ""2 ounces green bell peppers, cut 1/4-inch dice"", ""2 ounces red onions, cut 1/4-inch dice"", ""2 ounces corn kernels, fresh (or Thawed Frozen)"", ""2 ounces celery, cut 1/4-inch dice"", ""2 ounces black beans, drained, rinsed (1/8 of a 15-oz Can)"", ""2 cups tri-color corn tortilla strips (or Crushed Chips)"", ""1 cup smoky tomato vinaigrette (or Dressing of Your Choice)"", ""4 ounces shredded monterey jack pepper cheese""]","black beans, celery, chicken breast, chili dry rub seasonings, corn kernels, green bell peppers, pepper cheese, red bell peppers, red onions, salad greens, tomato vinaigrette, tri-color corn tortilla strips, vegetable oil",13,www.food.com/recipe/applebees-aztec-chicken-salad-151367,Gathered
Bellini Bar,"[""Sugar Syrup"", ""2 cups sugar"", ""2 cups water"", ""Blueberry"", ""1 (16 ounce) package frozen blueberries, thawed"", ""1/4 cup sugar syrup"", ""Peach"", ""1 (16 ounce) bag frozen peaches, thawed"", ""1/4 cup sugar syrup"", ""Mango"", ""1 (16 ounce) bag frozen mango chunks, thawed"", ""1/4 cup sugar syrup"", ""Cherry"", ""1 (16 ounce) bag frozen cherries, thawed"", ""1/4 cup sugar syrup"", ""Strawberry"", ""1 (16 ounce) bag frozen strawberries, thawed"", ""1/4 cup sugar syrup"", ""Mixed Berry"", ""1 (8 ounce) bag frozen blackberries, thawed"", ""1 (8 ounce) bag frozen raspberries, thawed"", ""1/4 cup sugar syrup"", ""Fizz"", ""4 (750 ml) bottles sparkling wine, chilled and or (750 ml) bottles sparkling grape juice, chilled""]","bottles sparkling wine, cherry, frozen blackberries, frozen blueberries, frozen cherries, frozen peaches, frozen raspberries, frozen strawberries, mango, strawberry, sugar, sugar syrup, water",13,www.food.com/recipe/bellini-bar-197765,Gathered
Maggie'S Reishabu Chilled Pork Shabu Shabu Salad,"[""250 g thinly sliced pork loin or 1/2 lb pork loin"", ""Salad"", ""1/4 head lettuce, thinly shredded"", ""1/2 medium onion, sliced into rings and halved soaked in ice water 30 mins to make them less overpowering"", ""1 -2 bunch mizuna, chopped"", ""1 (70 g) package radish sprouts (kaiware, but you can use broccoli sprouts)"", ""1 japanese cucumbers, cut into matchsticks or 1/2 regular cucumber"", ""5 -10 shiso leaves, thinly sliced (optional but so refreshing!)"", ""Sauce (may want to double)"", ""3 tablespoons plain yogurt"", ""2 tablespoons blended miso"", ""1 tablespoon japanese mayonnaise"", ""1 teaspoon sesame oil"", ""1/3 teaspoon salt"", ""1/2 garlic clove""]","blended miso, garlic, head lettuce, japanese cucumbers, japanese mayonnaise, mizuna, onion, plain yogurt, pork loin, salt, sesame oil, shiso leaves, sprouts",13,www.food.com/recipe/maggies-reishabu-chilled-pork-shabu-shabu-salad-516901,Gathered
Fig And Cranberry Mini Cupcakes,"[""4 1/2 tbsp unsalted butter, softened"", ""1/4 cup light brown sugar"", ""1 None large egg"", ""3 tbsp orange marmalade"", ""1/2 cup raisins, finely chopped"", ""2/3 cup dried cranberries, finely chopped"", ""1/3 cup dried figs, finely chopped"", ""1/4 cup currants"", ""1/3 cup all-purpose flour, sifted"", ""2 tbsp self-rising flour, sifted"", ""1/2 tsp pumpkin pie spice"", ""1/4 cup sweet sherry"", ""9 oz white fondant"", ""24 None edible sugar flowers""]","currants, dried cranberries, dried figs, edible sugar flowers, egg, flour, light brown sugar, orange marmalade, pumpkin pie spice, raisins, sweet sherry, unsalted butter, white fondant",13,recipes-plus.com/api/v2.0/recipes/32736,Gathered
All Hail Kale Salad (Copycat Recipe) ,"[""Papaya Ginger Dressing"", ""Author: Detoxinistsa.com"", ""Serves: 1.5 cups"", ""A sweet, gingery dressing inspired by the Veggie Grill."", ""Ingredients"", ""1/2 cup papaya chunks"", ""1/4 cup fresh lime juice"", ""1/4 ounce fresh ginger, peeled"", ""2 Tablespoons coconut vinegar"", ""2 Tablespoons extra virgin olive oil"", ""1/4 cup honey"", ""1/4 teaspoon fine sea salt"", ""1/4 cup water, or more to thin"", ""Instructions"", ""In a high-speed blender, combine all of the ingredients and blend until completely smooth and silky."", ""Massage into kale leaves, and serve!"", ""Store leftovers in the fridge for up to 4 days."", ""To prepare the salad, you'll need:"", ""1 bunch curly green kale"", ""Papaya Mango Salsa, from Trader Joe's (or any salsa of choice)"", ""Maple Glazed Walnuts"", ""Papaya Ginger Dressing (recipe above)"", ""Shredded cabbage (optional)""]","a sweet, cabbage, coconut vinegar, combine, extra virgin olive oil, ginger dressing, green kale, ingredients, instructions, mango salsa, maple, papaya chunks, store leftovers",13,www.epicurious.com/recipes/member/views/all-hail-kale-salad-copycat-recipe-53022941,Gathered
Hand Pies ,"[""A bag of Rhoades bread rolls (36 in a bag)"", ""filling supplies (such as chicken, cheese, marinara, broccoli, feta cheese, cream cheese, veggies, whatever you prefer and precooked!)"", ""rolling pin and flour for rolling"", ""baking sheets"", ""Filling Ideas!"", ""The filling is really fun to think up- what do you like to eat-just toss it all in there (precooked of course)."", ""Lasagne: brown some ground beef and make a spaghetti sauce. In the hand pie, I put a dollop of the sauce, then added ricotta and some olives. Tip: Spread the ricotta on the bottom, don't dollop it in- apparently the meat reheats really fast, but the ricotta stays frozen!"", ""Chick, Broccoli and Provolone: Fry up chicken breast with good spices (I generally use garlic, onion, oregano... whatever I happen to have). Thaw a bag of frozen broccoli. Get sliced provolone and cut the slices in half. Put half a slice of provolone on the bread, then add a spoonful of broccoli and cooked chicken. I usually put a 1/4 slice of provolone on top then cover it up! You could also try mozz instead of provolone and spinach instead of broccoli. Try adding a little minced garlic."", ""Ham & Cheddar: Cut sandwich meat up into small pieces and add with a little grated cheddar. You could really do any kind of sandwich meat or any cooked meat!"", ""Veggies in a white sauce: Make a thicker white sauce to decrease drips. Add meat for a pot pie taste. Marinara Chicken: Yeah, just like it says- a spoonful of marinara, some chicken chunks, maybe a little cheese?"", ""Cream Cheese Chicken: 2 c shredded chicken, 3 oz cream cheese, 1tbsp dried chives and 1 tbsp milk. Mix with your hands."", ""Chicken with Feta: Cubed/shredded cooked chicken with feta cheese and olives."", ""Black and Bleu: Browned ground beef, black pepper and bleu cheese."", ""Pierogies: Red potatoes, cooked and cubed. Add to sauteed onions along with a little bacon bits and parsley. Add a dollop to the dough and add some grated cheddar.""]","baking sheets, bread rolls, chicken, cream cheese chicken, filling ideas, filling supplies, fry, ground beef, ham, red potatoes, rolling pin and, up-, white sauce",13,www.epicurious.com/recipes/member/views/hand-pies-1277919,Gathered
Larry The Turkey Cupcakes ,"[""24 standard"", ""baked in white paper liners"", ""24 mini"", ""baked in white paper liners"", ""1 cup vanilla frosting"", ""1/2 cup chocolate frosting"", ""24 thin ginger-flavored scalloped cookies (Anna's Ginger Thins)"", ""2 cups candy corn"", ""1 1/2 cups caramel jimmies"", ""1 can (16 ounces) plus 1 cup caramel frosting"", ""24 pieces Indian candy corn"", ""48 brown chocolate-covered sunflower seeds (available at gourmet candy stores)"", ""1 roll red fruit leather (Fruit by the Foot)"", ""24 graham cracker sticks (Honey Made Graham Sticks)"", ""12 marshmallows""]","brown chocolate, caramel frosting, caramel jimmies, chocolate frosting, cookies, corn, graham cracker sticks, liners, marshmallows, mini, roll red fruit, standard, vanilla frosting",13,www.epicurious.com/recipes/food/views/turkey-cupcakes,Gathered
Vegan Zucchini Fries,"[""Batter"", ""1 cup Chickpea flour"", ""1/2 cup rice flour"", ""1/4 - 1/2 teaspoons Cayenne chili powder"", ""1/2 tablespoon Aamchur"", ""1/2 teaspoon baking powder"", ""salt to taste"", ""plain seltzer as needed"", ""vegetable for frying"", ""1 medium zucchini"", ""2 cups Panko bread crumbs"", ""3 cups Vegetable or Canola oil for deep frying"", ""tomato salt / chat masala for serving""]","aamchur, baking powder, batter, bread crumbs, cayenne chili powder, chickpea flour, rice flour, salt, seltzer, tomato salt, vegetable, vegetable for, zucchini",13,food52.com/recipes/37863-vegan-zucchini-fries,Gathered
Pan-Roasted Swordfish With Lemon Basil Butter Over Rainbow Roasted Veggie Orzo,"[""2 pieces Tomahawk Swordfish Chops(about 16oz ea.)"", ""1/2 cup Tri-Color Orzo"", ""1 quart Water(for pasta)"", ""2 tablespoons Pure Olive Oil(Sauteing)"", ""1 tablespoon Extra Virgin Olive Oil(Drizzling)"", ""1/4 cup White Onion(Chopped)"", ""10 pieces Brussel Sprouts(Quartered)"", ""1/2 cup Red Bell Pepper(Chopped)"", ""2 Cloves Garlic(Minced)"", ""1/2 cup Zucchini(Chopped)"", ""1/2 cup Yellow Squash(Chopped)"", ""10 Grape Tomatoes(Sliced in thirds)"", ""4 tablespoons Unsalted Butter"", ""1/2 teaspoon Fresh Ground Black Pepper"", ""1/2 tablespoon Lemon Zest(Packed)"", ""1/2 teaspoon Lemon Juice"", ""1/2 tablespoon Fresh Basil(Chopped) + a few leaves extra"", ""1/2 tablespoon Fresh Lemon Balm(Chopped) + a few leaves extra""]","+, brussel, butter, fresh basil(chopped) +, fresh ground black pepper, grape, lemon juice, lemon zest(packed, pasta, red bell, swordfish, tri, white onion(chopped)",13,food52.com/recipes/76601-pan-roasted-swordfish-with-lemon-basil-butter-over-rainbow-roasted-veggie-orzo,Gathered
Welcome Spring Risotto,"[""Pesto"", ""1/2 cup packed ramp leaves"", ""1 1/2 cups packed spinach leaves"", ""1/3 cup chopped green garlic, green part only, chop and reserve white part for risotto"", ""1/2 teaspoon salt"", ""1/3 - 1/2 cups roasted walnut oil"", ""Risotto"", ""3 tablespoons EVOO"", ""1/2 cup minced scallions"", ""2 tablespoons reserved white parts of green garlic (chopped)"", ""2 1/2 cups arborio or carnaroli rice"", ""1/2 cup dry white vermouth"", ""6 - 7 cups vegetable stock, at simmer"", ""1 cup asparagus, cut in 1/2\"" pieces on slant, blanched 2 minutes then shocked in ice water, tips reserved separately"", ""1/2 cup frozen edamame, thawed (see head note)"", ""1/2 cup shelled peas"", ""2 tablespoons unsalted butter"", ""1 cup finely grated parmesan"", ""salt &amp; pepper""]","arborio, evoo, frozen edamame, green garlic, parmesan, pesto, roasted walnut oil, salt, scallions, shelled peas, then, unsalted butter, vegetable stock",13,food52.com/recipes/11723-welcome-spring-risotto,Gathered
"Pink Grapefruit, Pomegranate, & Mâche Salad With Lemon-Ume Vinaigrette","[""For the Salad"", ""1 medium head butter lettuce, the leaves washed, spun dry and torn into bite-size pieces"", ""2 handfuls mache, washed, spun dry (about 2 loosely packed cups)"", ""1/2 pomegranate"", ""1/2 pink grapefruit, rind removed and trimmed into supremes"", ""1/2 ruby red grapefruit, rind removed and trimmed into supremes"", ""1 avocado, peeled, pitted and sliced thin"", ""1/2 small shallot, sliced thin"", ""For the Lemon-Ume Dressing (makes about 3/4 cup--more than enough for this salad. Extra dressing may be refrigerated."", ""3 tablespoons freshly-squeezed lemon juice"", ""2-3 tablespoons freshly-squeezed lime juice"", ""2 teaspoons ume plum vinegar (available at health-food stores)"", ""1 pinch salt"", ""1/2 cup mild oil such as grapeseed, almond or (untoasted) walnut""]","avocado, butter lettuce, freshly-squeezed lemon juice, freshly-squeezed lime juice, handfuls mâche, lemon-ume dressing, mild oil, pink grapefruit, pomegranate, red grapefruit, salt, shallot, vinegar",13,food52.com/recipes/15747-pink-grapefruit-pomegranate-mache-salad-with-lemon-ume-vinaigrette,Gathered
Dan Dan Mian,"[""2 tablespoons peanut oil"", ""3 tablespoons Ya cai Tianjin preserved vegetable, rinsed and drained, finely chopped"", ""4 ounces ground pork from the outside muscle"", ""3 tablespoons Hong You Szechuan red chile oil"", ""2 tablespoons soy sauce light"", ""1 tablespoon soy sauce dark"", ""2 teaspoons Chinkiang black vinegar"", ""1 teaspoon Shaoxing wine Chinese rice wine"", ""1/2 teaspoon szechwan peppercorns ground"", ""2 scallions finely chopped"", ""2 tablespoons sesame paste"", ""kosher salt To taste"", ""12 ounces Chinese wheat noodles fresh, or 8 oz. dried""]","black vinegar, chile oil, chinese wheat noodles, ground pork, kosher salt, peanut oil, peppercorns ground, scallions, sesame paste, shaoxing wine chinese rice wine, soy sauce dark, soy sauce light, ya cai tianjin preserved vegetable",13,www.yummly.com/recipe/Dan-Dan-Mian-2262889,Gathered
Caribou Sausage,"[""15 pounds caribou"", ""5 pounds pork fresh"", ""3 ounces water"", ""1 ounce pepper black"", ""1 ounce ginger ground"", ""1 ounce nutmeg ground"", ""1 ounce allspice ground"", ""1 ounce coriander ground"", ""2 ounces paprika"", ""2 teaspoons garlic powder"", ""10 ounces salt"", ""1 tablespoon liquid smoke opt'l"", ""sausage casings""]","caribou, coriander ground, garlic, ginger ground, ground, liquid smoke opt'l, nutmeg ground, paprika, pepper black, pork fresh, salt, sausage casings, water",13,www.yummly.com/recipe/Caribou-Sausage-1650531,Gathered
Coconut-Smothered Pigeon Peas with Pumpkin,"[""1/2 cup oily or unoily skinned split yellow pigeon peas (toovar dal), picked over for stones"", ""1 walnut-size ball dried tamarind pulp, or 1 teaspoon tamarind paste or concentrate"", ""2 teaspoons Sambhar Masala 1/2 teaspoon ground asafetida"", ""1 cup cut-up cauliflower (2-inch florets)"", ""4 ounces fresh pumpkin, cut into 1-inch cubes"", ""10 to 12 pieces frozen \""drumsticks\"" (each 3 to 4 inches long; no need to thaw; see Notes)"", ""15 to 20 medium-size to large fresh curry leaves"", ""2 tablespoons unrefined sesame oil or canola oil"", ""1/4 cup raw cashew nuts"", ""1 tablespoon coriander seeds"", ""4 dried red Thai or cayenne chiles, stems removed"", ""1 cup shredded fresh coconut; or 1/2 cup shredded dried unsweetened coconut, reconstituted (see Note)"", ""1 teaspoon black or yellow mustard seeds"", ""1 1/2 teaspoons coarse kosher or sea salt""]","cashew nuts, cauliflower, coarse kosher, coconut, coriander seeds, curry, fresh pumpkin, notes, red thai, sambhar masala, tamarind pulp, unrefined sesame oil, yellow pigeon peas",13,www.cookstr.com/recipes/coconut-smothered-pigeon-peas-with-pumpkin,Recipes1M
Restaurant Quality Curry Udon Noodles,"[""45 ml Mentsuyu soup(or use your favorite soup)"", ""1/8 cube A - Store-bought curry roux"", ""1 japanese tea scoop A - Soy sauce (optional)"", ""1 to 1 and 1/2 tablespoons Katakuriko"", ""1/2 Thin aburaage"", ""80 grams Any meat you like"", ""1/4 to 1/5, medium Onion"", ""1 pack Udon noodles"", ""1 heaped tablespoon Sake"", ""1 Japanese leeks (or any green onion or leeks you like)"", ""30 ml Mirin"", ""10 ml Sake"", ""10 ml Usukuchi soy sauce"", ""20 ml Soy sauce"", ""340 ml Japanese dashi stock (or water + 2 teaspoons od dashi powder)""]","a - soy sauce, aburaage, curry roux, favorite soup, japanese leeks, katakuriko, like, mirin, onion, pack, sake, soy sauce, stock",13,cookpad.com/us/recipes/170315-restaurant-quality-curry-udon-noodles,Recipes1M
Sig's Pea Soup,"[""2 small smoked bacon chops"", ""2 best kielbasa sausages ( they are the closest I can get to what I want)"", ""1/2 small rack of ribs, meaty and fat (or a very small leg of pork bone in )"", ""3 springonions"", ""1 large shallot"", ""1 small leek"", ""2 garlic cloves"", ""1 or two vegetable stock cube"", ""500 ml water"", ""4 cans of marrow fat peas, or dried, overnight soaked marrow fat peas.In total about 750 grams soaked weight."", ""500 grams salad potatoes, ready cooked and cut into quarters or chunks"", ""4 Hot dog sausages"", ""2 slices of bread for croutons"", ""2 tbsp rapeseed oil for toasting croutons"", ""1/2 tsp chervil for sprinkling over croutons"", ""4 or 5 drops of Maggi liquid seasoning""]","bacon chops, best kielbasa sausages, bread, croutons, drops of maggi liquid seasoning, garlic, leek, peas, rack of ribs, salad potatoes, sausages, shallot, springonions",13,cookpad.com/uk/recipes/352614-sigs-pea-soup,Recipes1M
Tom Som / spicy and sour fish soup,"[""1 kg fish fillet,or whole fish ,chopped"", ""700 ml fish stock or any stocck,or water"", ""4 lemongrass / chopped and crushed"", ""2 sliced of galangal"", ""6 kaffir lime leaves"", ""15 fresh hot chili ,crushed"", ""5 dried chili ,chopped"", ""8 cherry tomato,or 2 tomato quartered"", ""8 fresh sour green tamarind,or 2 tabs lime juice"", ""1/2 tbsp tamarind paste"", ""2 tbsp fishsauce"", ""6 shallots"", ""1 bunch each spring onions,corianders,sweet basils"", ""1 tsp salt to taste""]","chili, fish fillet, fish stock, fishsauce, galangal, hot chili, lime leaves, salt, shallots, sour green tamarind, spring onions, tamarind, tomato",13,cookpad.com/us/recipes/362444-tom-som-spicy-and-sour-fish-soup,Recipes1M
Marvelous Mediterranean Vegetables,"[""3 large fresh portabella mushrooms"", ""1 medium sweet red pepper"", ""1 medium sweet orange pepper"", ""1 medium yellow sweet pepper"", ""1 medium zucchini"", ""10 fresh asparagus spears, cut into 2-inch lengths"", ""1 small onion, sliced and separated into rings"", ""34 cup grape tomatoes"", ""12 cup fresh sugar snap pea"", ""12 cup fresh broccoli florets"", ""12 cup pitted Greek olive"", ""1 (14 ounce) bottlegreek vinaigrette"", ""12 cup crumbled feta cheese""]","bottlegreek vinaigrette, feta cheese, fresh broccoli florets, fresh portabella mushrooms, fresh sugar snap pea, grape tomatoes, lengths, olive, onion, sweet orange pepper, sweet red pepper, yellow sweet pepper, zucchini",13,www.food.com/recipe/marvelous-mediterranean-vegetables-458855,Recipes1M
"NoMad At Home: The Humm Dog with Bacon, Black Truffle and Celery","[""5 tablespoons peeled celery root, diced 1/4 inch"", ""4 tablespoons celery, diced 1/4 inch"", ""3 tablespoons half-sour pickles, diced 1/4 inch"", ""1 tablespoon Pickled mustard seeds"", ""1 tablespoon white balsamic vinegar"", ""1 teaspoon black truffle, diced 1/4 inch"", ""4 tablespoons mayonnaise"", ""2 teaspoons black truffles, finely chopped"", ""Canola oil, for frying"", ""4 slices bacon"", ""4 hot dogs"", ""4 hot dog buns"", ""4 slices Gruyere"", ""Celery heart leaves""]","bacon, black truffle, black truffles, canola oil, celery, celery root, gruyere, half-sour pickles, heart leaves, hot dog buns, mayonnaise, seeds, white balsamic vinegar",13,www.foodrepublic.com/recipes/nomad-at-home-the-humm-dog-with-bacon-black-truffle-and-celery/,Recipes1M
Mexican Pizza,"[""1/2 c. plus 1 Tbsp. corn meal"", ""1 1/2 c. flour"", ""1 Tbsp. baking powder"", ""1/2 tsp. lite salt (optional)"", ""3/4 c. skim milk"", ""1/4 c. liquid Butter Buds"", ""1 (12 oz.) jar taco sauce"", ""1 (15 1/2 oz.) can Mexican-style chili beans, undrained (Van Camp's)"", ""1/2 lb. ground white meat skinless turkey"", ""1 (4 oz.) can chopped green chiles, drained"", ""2 c. grated Alpine Lace nonfat Cheddar cheese or 16 oz. Kraft Free cheese slices"", ""1 small jar jalapeno peppers, sliced""]","baking powder, chili beans, corn meal, flour, grated alpine, green chiles, ground white meat, jalapeno peppers, liquid butter, lite salt, milk, taco sauce",12,www.cookbooks.com/Recipe-Details.aspx?id=481835,Gathered
